address_centr,LAT_LON_centr
"college pt, NY, USA","(40.7876014, -73.8459682)"
"bowie, MD, USA","(38.9424464, -76.7301718)"
"scarsdale, NY, USA","(40.9880495, -73.7974133)"
"dania, FL, USA","(26.0543154, -80.1457426)"
"ft lauderdale, FL, USA","(26.1223084, -80.1433786)"
"national harbor, MD, USA","(38.7831238, -77.0128237)"
"valley village, CA, USA","(34.1637147, -118.3965758)"
"forest city, IA, USA","(43.2626747, -93.6376741)"
"brookpark, OH, USA","(41.4197915, -81.8238184)"
"santa clara, CA, USA","(37.2333253, -121.6846349)"
"benicia, CA, USA","(38.049365, -122.1585777)"
"south pasadena, CA, USA","(34.1133062, -118.1478291)"
"haltom city, TX, USA","(32.7995738, -97.2691817)"
"lyons, MI, USA","(42.9819773, -84.9469455)"
"forestville, NY, USA","(42.4684949, -79.1767785)"
"elk grove, CA, USA","(38.4087993, -121.3716178)"
"brush prairie, WA, USA","(45.7301923, -122.551327)"
"springfield, MO, USA","(37.2081729, -93.2922715)"
"manhattan, NY, USA","(40.7896239, -73.9598939)"
"west hills, CA, USA","(34.2032325, -118.645476)"
"bemus point, NY, USA","(42.1593392, -79.3922893)"
"chautauqua, NY, USA","(42.2894671, -79.421728)"
"aurora, IL, USA","(41.7571701, -88.3147539)"
"briarwood, NY, USA","(40.7092563, -73.8201394)"
"la tuna canyon, CA, USA","(34.2363775, -118.332066)"
"clemmons, NC, USA","(36.0215258, -80.3819984)"
"dixon, CA, USA","(38.4454641, -121.8232958)"
"pomona, CA, USA","(34.0553813, -117.7517496)"
"cedar bluff, VA, USA","(37.0876141, -81.7590032)"
"stanford, CA, USA","(37.426540700000004, -122.17030545534064)"
"jersey village, TX, USA","(29.888578, -95.5699185)"
"lanham, MD, USA","(38.965365000000006, -76.84179265424164)"
"spring valley village, TX, USA","(29.7896722, -95.5035529)"
"woodside, NY, USA","(40.7453798, -73.9054145)"
"ferrisburgh, VT, USA","(44.2057119, -73.2462973)"
"sparks, NV, USA","(39.5404679, -119.7487235)"
"hurst, TX, USA","(32.8234621, -97.1705678)"
"emeryville, CA, USA","(37.8314089, -122.2865266)"
"addison, TX, USA","(32.960477850000004, -96.8300673063398)"
"independence, OH, USA","(41.3816571, -81.6406872)"
"temecula, CA, USA","(33.4946353, -117.147366)"
"colerain township, OH, USA","(39.2584995, -84.63292616794756)"
"camas, WA, USA","(45.5863014, -122.403277)"
"soddy-daisy, TN, USA","(35.2359025, -85.1907904)"
"matlacha, FL, USA","(26.6282115, -82.07010541515427)"
"cleveland, NC, USA","(35.7331953, -80.6770111)"
"amherst, NY, USA","(42.9783924, -78.7997616)"
"newark, OH, USA","(40.0581205, -82.4012643)"
"highlands ranch, CO, USA","(39.5497243, -104.969565)"
"sunnyside, NY, USA","(40.7398242, -73.9354153)"
"port orchard, WA, USA","(47.5315625, -122.6384056)"
"dunnellon, FL, USA","(29.0491426, -82.4609331)"
"lafayette, IN, USA","(40.4191229, -86.8919011)"
"biscayne park, FL, USA","(25.8825951, -80.1806025)"
"lakewood, IL, USA","(42.22919, -88.355086)"
"cattaraugus, NY, USA","(42.2234823, -78.6477096)"
"castroville, TX, USA","(29.3510335, -98.88508703468696)"
"everman, TX, USA","(32.630968, -97.2891817)"
"medina, WA, USA","(47.620548, -122.2264453)"
"howard beach, NY, USA","(40.6578815, -73.8362459)"
"middleburg, FL, USA","(30.0688512, -81.8603778)"
"buckeye lake, OH, USA","(39.933473, -82.48256385263426)"
"flintstone, GA, USA","(34.9417429, -85.3435692)"
"fairfax, VA, USA","(38.8156356, -77.2836849)"
"bainbridge is, WA, USA","(47.6262688, -122.5209429)"
"sherman, NY, USA","(42.159224, -79.595326)"
"santa barbara, CA, USA","(34.4221319, -119.702667)"
"bristol, VA, USA","(36.6176148, -82.1484049)"
"other, TX, USA","(30.062103, -97.120096)"
"east los angeles, CA, USA","(34.0239015, -118.172015)"
"mercer, ME, USA","(44.6781171, -69.9364462)"
"granada hills, CA, USA","(34.2661558, -118.5174342)"
"pinedale, CA, USA","(36.8427269, -119.7898688)"
"bay lake, FL, USA","(28.3876261, -81.57491966925264)"
"orting, WA, USA","(47.0978795, -122.204282)"
"richland hills, TX, USA","(32.8159623, -97.2280695)"
"toluca lake, CA, USA","(34.1521688, -118.357141)"
"port arthur, TX, USA","(29.8716577, -93.9332302)"
"whitney, NV, USA","(36.0885321, -115.037213)"
"citra, FL, USA","(29.4119166, -82.1098156)"
"bronxville, NY, USA","(40.9381544, -73.8320784)"
"riverview, FL, USA","(27.871197, -82.3269883)"
"rowan, IA, USA","(42.7409876, -93.5521226)"
"adelphi, MD, USA","(39.0030666, -76.9721023)"
"canton, OH, USA","(40.7985464, -81.3749508)"
"lancaster, CA, USA","(34.6981064, -118.1366153)"
"clovis, CA, USA","(36.8252277, -119.7029194)"
"garden ridge, TX, USA","(29.6346708, -98.3052907)"
"oakwood, GA, USA","(34.227602, -83.8843455)"
"minnie, KY, USA","(37.4723222, -82.7540477)"
"kemah, TX, USA","(29.5427297, -95.0204837)"
"menifee, CA, USA","(33.6864432, -117.1770437)"
"clearwater beach, FL, USA","(27.9774736, -82.8279313)"
"glenford, OH, USA","(39.8881223, -82.317094)"
"blue ash, OH, USA","(39.2320073, -84.3782817)"
"cherryhillsvillage, CO, USA",
"ventura, IA, USA","(43.1266263, -93.477897)"
"dickinson, TX, USA","(29.4607876, -95.0513173)"
"haines city, FL, USA","(28.1067315, -81.6287423)"
"fife, WA, USA","(47.2359524, -122.3626381)"
"belton, TX, USA","(31.0560132, -97.464453)"
"highland park, MI, USA","(42.4055981, -83.0965829)"
"euless, TX, USA","(32.8370727, -97.0819541)"
"canutillo, TX, USA","(31.9124684, -106.598098)"
"washingtonville, OH, USA","(40.900337, -80.7639673)"
"bellerose, NY, USA","(40.7242205, -73.7164845)"
"west jordan, UT, USA","(40.6061337, -111.9395211)"
"porter, TX, USA","(30.1024397, -95.2296553)"
"saint george, UT, USA","(37.104153, -113.584131)"
"lowell, MI, USA","(42.933601, -85.3418551)"
"ft worth, TX, USA","(32.753177, -97.3327459)"
"sunfield, MI, USA","(42.7622568, -84.9924962)"
"holland, MI, USA","(42.7876022, -86.1090828)"
"anderson township, OH, USA","(39.08684035, -84.34202549902601)"
"flint, MI, USA","(43.0161693, -83.6900211)"
"richmond hill, NY, USA","(40.6994253, -73.8309672)"
"greenhurst, NY, USA","(42.119502, -79.3103261)"
"floral park, NY, USA","(40.7246999, -73.7048024)"
"clintwood, VA, USA","(37.1501067, -82.4559846)"
"reading, PA, USA","(40.335345, -75.9279495)"
"west lake hills, TX, USA","(30.2877039, -97.8068157)"
"fort washington, MD, USA","(38.7254674, -76.9900251)"
"bristol, VT, USA","(44.1332662, -73.0785227)"
"city terrace, CA, USA","(34.0500116, -118.1828495)"
"rockville, MD, USA","(39.0817985, -77.1516844)"
"cockrell hill, TX, USA","(32.7362421, -96.8869481)"
"rock spring, GA, USA","(34.8242442, -85.2427323)"
"newberry, FL, USA","(29.6463535, -82.6065023)"
"archdale, NC, USA","(35.914581, -79.9719831)"
"lake forest park, WA, USA","(47.7567679, -122.2809623)"
"ponte vedra, FL, USA","(30.2396865, -81.3856384)"
"blue mound, TX, USA","(32.8565166, -97.3389061)"
"wellsville, OH, USA","(40.6099641, -80.6418888)"
"gardena, CA, USA","(33.8815702, -118.2918113)"
"kensington, MD, USA","(39.0258405, -77.0750246)"
"eagle, MI, USA","(42.8078125, -84.788601)"
"north hills, CA, USA","(34.2429575, -118.4854081)"
"mountain view, CA, USA","(37.3893889, -122.0832101)"
"bremen, OH, USA","(39.7017328, -82.4268216)"
"steilacoom, WA, USA","(47.1703692, -122.596287)"
"highland heights, OH, USA","(41.551995, -81.478452)"
"dearborn heights, MI, USA","(42.3369816, -83.2732627)"
"millcreek, UT, USA","(40.6992918, -111.855583)"
"bayside, WI, USA","(43.1860869, -87.904897)"
"maspeth, NY, USA","(40.723158, -73.912637)"
"st george, UT, USA","(37.104153, -113.584131)"
"falcon heights, TX, USA","(26.5588077, -99.1228011)"
"anderson island, WA, USA","(47.1557835, -122.70709522798506)"
"clinchco, VA, USA","(37.1612189, -82.3598688)"
"petersburg, FL, USA","(27.7700475, -82.6359078)"
"quitman, GA, USA","(31.8769847, -85.0154412)"
"fairview, TX, USA","(33.1578325, -96.6318301)"
"oxon hill, MD, USA","(38.784824900000004, -76.9694015528087)"
"essex, NY, USA","(44.0638879, -73.7542043)"
"river oaks, TX, USA","(32.7770737, -97.394463)"
"springfield, MI, USA","(42.3264298, -85.2391614)"
"altadena, CA, USA","(34.1898584, -118.1316619)"
"wyoming, OH, USA","(39.2311692, -84.4657758)"
"baldwin, FL, USA","(30.3027384, -81.9753865)"
"burke, VA, USA","(38.7771321, -77.2754691)"
"latimer, IA, USA","(42.7635903, -93.3687645)"
"brentwood, MD, USA","(38.9429675, -76.9558032)"
"new palestine, IN, USA","(39.7219882, -85.8891471)"
"alden, IA, USA","(42.5201895, -93.3762693)"
"indian land, SC, USA","(35.0018151, -80.8556287)"
"the colony, TX, USA","(33.0890094, -96.8863922)"
"south salt lake, UT, USA","(40.7074741, -111.88827)"
"glenn heights, TX, USA","(32.54390135, -96.85529749543817)"
"hebron, OH, USA","(39.9617305, -82.4912676)"
"saint paul, VA, USA","(36.9053822, -82.3109761)"
"indian trail, NC, USA","(35.0768141, -80.6692352)"
"slc, UT, USA","(40.790066100000004, -111.97989846185591)"
"glendale, KY, USA","(37.6017278, -85.9055189)"
"mebane, NC, USA","(36.0959715, -79.2669619)"
"saint albans, NY, USA","(40.6984364, -73.7606881)"
"stanton, TX, USA","(32.1292891, -101.788464)"
"hideaway hills, OH, USA","(39.655828, -82.46262603488856)"
"newcastle, WA, USA","(47.5395736, -122.1563331)"
"westport, NY, USA","(44.184174, -73.435707)"
"bahama, NC, USA","(36.1659763, -78.8766738)"
"bedford heights, OH, USA","(41.4143826, -81.5061146)"
"buckley, WA, USA","(47.1622483, -122.027746)"
"kalamazoo, MI, USA","(42.291707, -85.5872286)"
"amanda, OH, USA","(39.649508, -82.7443367)"
"mount rainier, MD, USA","(38.9364848, -76.9596981)"
"oakland gardens, NY, USA","(40.753991, -73.765966)"
"conewango valley, NY, USA","(42.2408935, -79.0608745)"
"wheaton, MD, USA","(39.04979325, -77.05228508396917)"
"perrine, FL, USA","(25.6051055, -80.3536645)"
"corning, OH, USA","(39.6025696, -82.0881995)"
"ogden, UT, USA","(41.2230048, -111.9738429)"
"ozone park, NY, USA","(40.67677, -73.8437461)"
"valleyview, OH, USA","(39.96487625, -83.07291773060578)"
"orleans, MI, USA","(43.0686431, -85.1350121)"
"mill creek, WA, USA","(47.8577455, -122.2210628)"
"dalton, GA, USA","(34.7691867, -84.9702475)"
"waterville, ME, USA","(44.5524176, -69.6313607)"
"dunkirk, NY, USA","(42.479502, -79.333932)"
"meadowview, VA, USA","(36.7603903, -81.8629019)"
"belmont, NC, USA","(35.2438272, -81.0377322)"
"jasper, TN, USA","(35.0742448, -85.6260789)"
"logan, UT, USA","(41.7313063, -111.834914)"
"westover hills, TX, USA","(32.7448522, -97.4136301)"
"olney, MD, USA","(39.146987249999995, -77.07222271590908)"
"montrose, CA, USA","(34.2064181, -118.2288887)"
"sunland, CA, USA","(34.2669466, -118.3023)"
"forney, TX, USA","(32.747893, -96.4719289)"
"st. albans town, VT, USA","(44.80452715, -73.168578465099)"
"the hills, TX, USA","(30.3468825, -97.9864281)"
"potterville, MI, USA","(42.629203, -84.738874)"
"grosse pointe shores, MI, USA","(42.4367034, -82.8768586)"
"new lexington, OH, USA","(39.7139579, -82.2084805)"
"sun valley, NV, USA","(39.5923506, -119.7804374)"
"broad channel, NY, USA","(40.6064008, -73.81901879728136)"
"richards, TX, USA","(30.5379255, -95.8400097)"
"new richmond, OH, USA","(38.9486757, -84.2799366)"
"jamaica est, NY, USA",
"randolph, OH, USA","(41.0328353, -81.248437)"
"san pablo, CA, USA","(37.9621457, -122.3455263)"
"anderson twp, OH, USA","(39.08684035, -84.34202549902601)"
"georgia, VT, USA","(44.72422295, -73.14704151731551)"
"fort oglethorpe, GA, USA","(34.9499947, -85.2456607)"
"lebanon, VA, USA","(36.9009076, -82.0801257)"
"fort mill, SC, USA","(35.0073697, -80.9450759)"
"cedar park, TX, USA","(30.5217116, -97.827833)"
"lisbon, OH, USA","(40.7720044, -80.7681336)"
"bayside hills, NY, USA","(40.7535785, -73.7661843)"
"south richmond hill, NY, USA","(40.689364999999995, -73.82737955501858)"
"federal heights, CO, USA","(39.8591279, -105.015631)"
"manor, TX, USA","(30.3420882, -97.555905)"
"galena park, TX, USA","(29.7335616, -95.2302123)"
"mc gregor, TX, USA","(32.733441, -96.6688765)"
"mc kinney, TX, USA","(32.89782, -94.554864)"
"arkwright, NY, USA","(42.407002, -79.236431)"
"poulsbo, WA, USA","(47.7391366, -122.63928)"
"belding, MI, USA","(43.09781, -85.228906)"
"franklinville, NY, USA","(42.3370091, -78.4580762)"
"north houston, TX, USA","(29.919902399999998, -95.5187206930984)"
"nashport, OH, USA","(40.0706231, -82.1756986)"
"cypress, CA, USA","(33.8248235, -118.0399368)"
"pfafftown, NC, USA","(36.1526379, -80.3622753)"
"sunriver, OR, USA","(43.8839966, -121.438516)"
"alto, MI, USA","(42.8565044, -85.3804447)"
"belle harbor, NY, USA","(40.5767844, -73.84782868947303)"
"muir, MI, USA","(42.9958661, -84.9425013)"
"brocton, NY, USA","(42.388669, -79.441157)"
"rockaway beach, NY, USA","(40.5845085, -73.81679)"
"hilliard, OH, USA","(40.033814, -83.1596108)"
"cuyahoga falls, OH, USA","(41.1362729, -81.4828123)"
"mc leansville, NC, USA","(36.2138518, -79.6866436)"
"jamestown, NC, USA","(35.9941053, -79.9356589)"
"san lorenzo, CA, USA","(37.673589500000006, -122.13185702134774)"
"valencia, CA, USA","(34.4131941, -118.559849)"
"wake forest, NC, USA","(35.9803138, -78.5103731)"
"box canyon, CA, USA","(33.0176106, -116.4325047)"
"highland park, CA, USA","(34.1099469, -118.1969828)"
"blasdell, NY, USA","(42.797281, -78.823366)"
"mesquite, TX, USA","(32.7666103, -96.599472)"
"rancho park, CA, USA","(34.0341731, -118.4262057)"
"candler, NC, USA","(35.5444359, -82.6838032)"
"clear lk shrs, TX, USA",
"manchaca, TX, USA","(30.1407692, -97.833055)"
"boston, GA, USA","(30.7918613, -83.7898868)"
"burleson, TX, USA","(30.4764878, -96.6353488)"
"argyle, TX, USA","(33.110156, -97.17975755648095)"
"playa vista, CA, USA","(33.9760102, -118.4181654)"
"kilgore, TX, USA","(32.3860733, -94.8758518)"
"kernersville, NC, USA","(36.1198589, -80.0736533)"
"inglewood, CA, USA","(33.9562003, -118.353132)"
"silver springs shores, FL, USA","(29.1044237, -82.0206428)"
"lindale, TX, USA","(32.5156971, -95.4093998)"
"stockton, NY, USA","(42.317558, -79.355879)"
"cleveland, VA, USA","(36.9440023, -82.1518927)"
"cambria heights, NY, USA","(40.6945474, -73.7384653)"
"crockett, CA, USA","(38.036666, -122.20531126326466)"
"springfield gardens, NY, USA","(40.678159, -73.746521)"
"san gabriel, CA, USA","(34.0990995, -118.1085554)"
"little valley, NY, USA","(42.252563, -78.80559)"
"south dayton, NY, USA","(42.3611589, -79.0489666)"
"portland, MI, USA","(42.8692006, -84.9030517)"
"hahira, GA, USA","(30.9913064, -83.3726575)"
"scranton, PA, USA","(41.4086874, -75.6621294)"
"colonie, NY, USA","(42.7178558, -73.8334554)"
"north lauderdale, FL, USA","(26.217305, -80.2258811)"
"vergennes, VT, USA","(44.1681052, -73.2518037)"
"apison, TN, USA","(35.023964, -85.0238375)"
"etsu, TN, USA","(36.3022214, -82.36945750910178)"
"margate, FL, USA","(26.2445263, -80.206436)"
"leander, TX, USA","(30.5736134, -97.8567339)"
"stoutsville, OH, USA","(39.6047852, -82.8290631)"
"leetonia, OH, USA","(40.8772816, -80.7553556)"
"ocoee, FL, USA","(28.5694468, -81.5441944)"
"coulter, IA, USA","(42.7368707, -93.3698315)"
"lookout mountain, TN, USA","(34.9942422, -85.3494027)"
"seabrook, TX, USA","(29.5633199, -95.019723)"
"kenmore, NY, USA","(42.961748, -78.870914)"
"zanesville, OH, USA","(39.9401426, -82.005019)"
"golden oak, FL, USA","(28.4010325, -81.54079235539356)"
"maitland, FL, USA","(28.6275253, -81.3656419)"
"college park, MD, USA","(38.980666, -76.9369189)"
"redondo beach, CA, USA","(33.8455911, -118.3886766)"
"pittsfield twp, MI, USA","(42.2103174, -83.7241068)"
"eagle rock, CA, USA","(34.1390325, -118.2140958)"
"smyrna, TN, USA","(35.9824598, -86.5199492)"
"san fernando, CA, USA","(34.28497, -118.437652)"
"allentown city, PA, USA","(40.5705415, -75.4885415)"
"ave, WA, USA","(47.4709566, -122.211507)"
"fairfield, VT, USA","(44.8016619, -72.9451777)"
"brandywine, MD, USA","(38.693454849999995, -76.88430810208973)"
"springdale, OH, USA","(39.287002, -84.4852213)"
"springport, MI, USA","(42.378372, -84.6985883)"
"olivet, MI, USA","(42.4414273, -84.9241542)"
"crooksville, OH, USA","(39.7689573, -82.0920868)"
"chapel hill, NC, USA","(35.9131542, -79.05578)"
"cypress, TX, USA","(29.9691116, -95.6971686)"
"city of vista, CA, USA","(34.0084332, -118.424222)"
"logan, OH, USA","(40.4430521, -83.7414465)"
"emmalena, KY, USA","(37.3366744, -83.0766889)"
"springfield, VA, USA","(38.7791227, -77.1861196)"
"sea ranch lakes, FL, USA","(26.2008949, -80.09817852601626)"
"queen city, TX, USA","(33.1487411, -94.150187)"
"bellevue, MI, USA","(42.4437685, -85.0179986)"
"von ormy, TX, USA","(29.286868, -98.6482144)"
"northlake, TX, USA","(33.1273432, -97.2655726)"
"lakeside, TX, USA","(32.8223501, -97.4933548)"
"sinclairville, NY, USA","(42.263947, -79.258656)"
"sunset beach, CA, USA","(33.7179231, -118.0706056)"
"vermontville, MI, USA","(42.6289247, -85.0241621)"
"jonesborough, TN, USA","(36.2944928, -82.4734089)"
"kingston, OH, USA","(39.4739514, -82.9107333)"
"newport beach, CA, USA","(33.6170092, -117.9294401)"
"pete beach, FL, USA","(27.7253065, -82.741212)"
"menands, NY, USA","(42.6920233, -73.7245639)"
"goulds, FL, USA","(25.5628845, -80.3821916)"
"somerset, TX, USA","(29.2263504, -98.6577985)"
"malba, NY, USA","(40.7906569, -73.8268009)"
"biscayne, FL, USA","(25.4643962, -80.3347359)"
"china grove, TX, USA","(29.3888459, -98.3489023)"
"columbia, MD, USA","(39.1938429, -76.86460919353361)"
"sumner, WA, USA","(47.2061882, -122.2312383)"
"dacono, CO, USA","(40.0847062, -104.939421)"
"ruston, WA, USA","(47.2994854, -122.506947)"
"fertile, IA, USA","(43.2640892, -93.4201333)"
"zionsville, IN, USA","(39.950724, -86.2616968)"
"needmore, TN, USA","(35.5453524, -87.2336214)"
"east palo alto, CA, USA","(37.4688273, -122.141075)"
"waverly hall, GA, USA","(32.6833065, -84.7380141)"
"ft. worth, TX, USA","(32.753177, -97.3327459)"
"bonnyman, KY, USA","(37.2898169, -83.2362862)"
"nickelsville, VA, USA","(36.7517919, -82.4167366)"
"frewsburg, NY, USA","(42.0545029, -79.1581019)"
"rome, ME, USA","(44.585088, -69.869614)"
"norridgewock, ME, USA","(44.713074, -69.790649)"
"pegram, TN, USA","(36.100615, -87.0511151)"
"dwarf, KY, USA","(37.3350958, -83.1312813)"
"port st lucie, FL, USA","(27.2939333, -80.3503283)"
"huntington, UT, USA","(39.3266354, -110.964611)"
"leon valley, TX, USA","(29.4952307, -98.6186317)"
"napa, CA, USA","(38.2971367, -122.2855293)"
"mousie, KY, USA","(37.4184323, -82.8782174)"
"roy, WA, USA","(47.0042643, -122.539846)"
"duncanville, TX, USA","(32.6518004, -96.9083366)"
"kindred, FL, USA","(27.1925998, -80.2502447)"
"garner, NC, USA","(35.7112642, -78.6141709)"
"yeaddiss, KY, USA","(37.0687041, -83.2176742)"
"st pete, FL, USA","(27.7253065, -82.741212)"
"kannapolis, NC, USA","(35.4874708, -80.621438)"
"tuckahoe, NY, USA","(40.9503764, -73.827356)"
"lutz, FL, USA","(28.1511243, -82.4614831)"
"temescal valley, CA, USA","(33.762796, -117.485323)"
"pacific, WA, USA","(46.5334929, -123.768029)"
"del valle, TX, USA",
"north syracuse, NY, USA","(43.13479, -76.129924)"
"yarrow pt, WA, USA","(47.64621, -122.2173461)"
"thurston, OH, USA","(39.8403419, -82.5459933)"
"dunn loring, VA, USA","(38.894646, -77.22944188099822)"
"edwards, IL, USA","(38.410254, -88.0584362)"
"fort myers, FL, USA","(26.640628, -81.8723084)"
"cape haze, FL, USA","(26.8503433, -82.2942613)"
" , NY, USA","(43.1561681, -75.8449946)"
"saranac, MI, USA","(42.9292232, -85.2129031)"
"muskegon, MI, USA","(43.2484584, -86.129351)"
"valley glen, CA, USA","(34.1826379, -118.4138666)"
"rosedale, VA, USA","(36.9592782, -81.9312351)"
"neponsit, NY, USA","(40.572873200000004, -73.86019612553424)"
"lancaster, TX, USA","(32.5920798, -96.7561083)"
"superior twp, MI, USA","(42.3049933, -83.6041183)"
"mukilteo, WA, USA","(47.9474034, -122.3036992)"
"fresh meadows, NY, USA","(40.7348246, -73.7934668)"
"seaside, CA, USA","(36.62593, -121.8169260491048)"
"crouse, NC, USA","(35.4209672, -81.3053602)"
"fairfield twp., NJ, USA","(39.3889618, -75.2141953)"
"hilshire village, TX, USA","(29.7907833, -95.4891081)"
"morrisville, NC, USA","(35.824341, -78.8300321)"
"swanton, VT, USA","(44.9181593, -73.1242364)"
"st louis, MO, USA","(38.6280278, -90.1910154)"
"piney flats, TN, USA","(36.4195491, -82.3040262)"
"berwyn heights, MD, USA","(38.9939991, -76.9105292)"
"campbell, CA, USA","(37.2870626, -121.944881)"
"horizon, TX, USA","(30.5378594, -98.3532773)"
"tustin, CA, USA","(33.7458511, -117.826166)"
"seagoville, TX, USA","(32.6447916, -96.5418608)"
"sherwood forest, CA, USA","(39.1843138, -121.0829634)"
"kirkersville, OH, USA","(39.9595081, -82.5957182)"
"kearns, UT, USA","(40.6528603, -112.004618)"
"lake view terrace, CA, USA","(34.2763908, -118.3611912)"
"lamont, FL, USA","(30.3774792, -83.813686)"
"bellerose vlg, NY, USA",
"coeburn, VA, USA","(36.9439917, -82.4640401)"
"columbia twp, OH, USA","(39.17113165, -84.40877575210274)"
"belmond, IA, USA","(42.8459977, -93.6143413)"
"cane ridge, TN, USA","(35.6615561, -83.8713848)"
"maple valley, WA, USA","(47.3664231, -122.0437127)"
"red bank, TN, USA","(35.1167484, -85.2925214)"
"dorchester center, MA, USA","(42.2917651, -71.0717173)"
"eaton park, FL, USA","(28.0085839, -81.9075531)"
"mayfield hts, OH, USA","(41.5192189, -81.457896)"
"seminole, FL, USA","(28.7225829, -81.2353683)"
" , FL, USA","(27.7567667, -81.4639835)"
"rocky point, FL, USA","(27.9789232, -80.5509061)"
"south bloomfield, OH, USA","(39.7183962, -82.9868489)"
"southside place, TX, USA","(29.7060634, -95.4368849)"
"solvay, NY, USA","(43.0581222, -76.2074263)"
"milton, WA, USA","(47.2481166, -122.312837)"
"singleton, TX, USA","(30.6521413, -95.958564)"
"canyon, TX, USA","(34.9799429, -101.919197)"
"riverdale, MD, USA","(38.9615103, -76.9296515)"
"edgewood, FL, USA","(28.4782098, -81.3701817)"
"other city - in the state of florida, FL, USA",
"laurel, MD, USA","(39.0984317, -76.8485094)"
"mount gilead, NC, USA","(35.2148671, -80.0022784)"
"rushville, OH, USA","(39.76451, -82.4315441)"
"alvin, TX, USA","(29.4238472, -95.2441009)"
"seffner, FL, USA","(27.998541000000003, -82.27488400225634)"
"savage, MD, USA","(39.1370984, -76.8249361)"
"bow mar, CO, USA","(39.628321, -105.049984)"
"champions gate, FL, USA","(28.254597, -81.624737)"
"perrysburg, NY, USA","(42.45645, -79.001981)"
"woodland, MI, USA","(42.7267014, -85.1336129)"
"shadow hills, CA, USA","(34.6524891, -117.4533837)"
"hyden, KY, USA","(37.1609254, -83.3732373)"
"la pine, OR, USA","(43.6703995, -121.503636)"
"pharr, TX, USA","(26.1947962, -98.1836216)"
"coolidge, GA, USA","(31.0112991, -83.8662821)"
"greenville, FL, USA","(30.4694812, -83.6299688)"
"summerlin, NV, USA","(36.1913186, -115.3019248)"
"kew gardens hills, NY, USA","(40.7302467, -73.8184806)"
"north tustin, CA, USA","(33.764462, -117.7939431)"
"rowlett, TX, USA","(32.9029017, -96.56388)"
"fairfield, MT, USA","(47.614673, -111.980279)"
"dripping springs, TX, USA","(30.1902067, -98.0866781)"
"north bethesda, MD, USA","(39.0461292, -77.1130097)"
"huntingdon valley, PA, USA","(40.1226101, -75.0635049)"
"china spring, TX, USA","(31.6521492, -97.3078187)"
"reston, VA, USA","(38.953055899999995, -77.35021396591173)"
"mount charleston, NV, USA","(36.264120649999995, -115.60553235122791)"
"edgewater, CO, USA","(39.7457238, -105.0621833)"
"mulliken, MI, USA","(42.762257, -84.8963815)"
"spicewood, TX, USA","(30.4759222, -98.1566355)"
