address_centr,LAT_LON_centr
"waltham, VT, USA","(44.12589065, -73.23344498851795)"
"homer, MI, USA","(42.1461479, -84.8092709)"
"dell city, TX, USA","(31.9389496, -105.2011396)"
"jamestown, CO, USA","(40.1155412, -105.388605)"
"park hills heights, CA, USA",
"palm city, FL, USA","(27.1713925, -80.28422171034893)"
"vegas, NV, USA","(36.1672559, -115.148516)"
"norwood, OH, USA","(39.1556149, -84.4596641)"
"bulan, KY, USA","(37.3014845, -83.1648938)"
"clinton, WA, USA","(47.9779507, -122.3560103)"
"panton, VT, USA","(44.1487741, -73.3409047)"
"honaker, VA, USA","(37.016222, -81.9742921)"
"sammamish, WA, USA","(47.6017554, -122.0416844)"
"parkland, WA, USA","(47.140241, -122.44163130607836)"
"los feliz l, CA, USA","(34.1076561, -118.2875062)"
"gaithersburg, MD, USA","(39.1399187, -77.1929215)"
"playa, DE, USA","(17.9841575, -66.6166978)"
"glassell park, CA, USA","(34.1161201, -118.2289627)"
"powell, OH, USA","(40.1578403, -83.0751869)"
"new hudson, MI, USA","(42.511726, -83.6156648)"
"n miami beach, FL, USA","(25.9331488, -80.1625463)"
"keller, TX, USA","(32.9299655, -97.2271249)"
"canarsie, NY, USA","(40.643715, -73.9006921)"
"oak, TX, USA","(30.1146494, -94.6427665)"
"fletcher, VT, USA","(44.6834039, -72.9142256)"
"watkinsville, GA, USA","(33.8628959, -83.4087709)"
"sa, TX, USA","(29.9787243, -95.3125436)"
"fruit cove, FL, USA","(30.1012477, -81.6184195)"
"lewis center, OH, USA","(40.1983958, -83.0101843)"
"troy, TX, USA","(31.2046542, -97.3003176)"
"odessa, FL, USA","(28.1899721, -82.5755788)"
"cleburne, TX, USA","(32.35747395, -97.40919609841052)"
"midlothian, TX, USA","(32.4625197, -96.98257201520858)"
"clifton, CO, USA","(39.080073, -108.45927739249896)"
"westerville, OH, USA","(40.126139, -82.9295287)"
"s.a., TX, USA","(31.140438, -101.607785)"
"nora, VA, USA","(37.0709394, -82.3473677)"
"freeland, MI, USA","(43.5250265, -84.1227598)"
"new carrollton, MD, USA","(38.9698329, -76.8799727)"
"laurelville, OH, USA","(39.473397, -82.7393363)"
"mayfield village, OH, USA","(41.5595437, -81.4439274)"
"saranac vlg, MI, USA",
"sunrise manor, NV, USA","(36.1830875, -115.02796403836633)"
"cassadaga, NY, USA","(42.344225, -79.309489)"
"dolgeville, NY, USA","(43.100983, -74.772949)"
"meservey, IA, USA","(42.9120163, -93.4780538)"
"e. new york, NY, USA","(40.6667702, -73.8823583)"
"drift, KY, USA","(37.4803778, -82.7476587)"
"asheville city, NC, USA","(35.595451800000006, -82.54838658109644)"
"black diamond, WA, USA","(47.3083078, -122.0037583)"
"grants pass, OR, USA","(42.4393707, -123.3272489)"
"pembroke, ME, USA","(44.9536891, -67.1619293)"
"mountain springs, NV, USA","(36.0185311, -115.506861)"
"st. george, UT, USA","(37.104153, -113.584131)"
"hernando county, FL, USA","(28.5710156, -82.4605068)"
"other city value - out of area, TX, USA",
"monkton, VT, USA","(44.2338247, -73.13544560944626)"
"okahumpka, FL, USA","(28.745642, -81.89620281659585)"
"highland, MD, USA","(39.5209339, -77.518043)"
"arden, NC, USA","(35.4661821, -82.5164242)"
"bellevue, TN, USA","(36.0647825, -86.9394464)"
"swords creek, VA, USA","(37.0362229, -81.9179008)"
"glendale, OR, USA","(42.7362273, -123.4233943)"
"huntington, VT, USA","(44.3251942, -72.9868075)"
"sugar grove, OH, USA","(39.6264539, -82.5484932)"
"alviso, CA, USA","(37.426051, -121.9752373)"
"hinesburg, VT, USA","(44.329251, -73.111267)"
"hallsville, TX, USA","(32.5043161, -94.5740934)"
"lizella, GA, USA","(32.8070842, -83.8199072)"
"flint, TX, USA","(32.2031228, -95.3489561)"
"dante, VA, USA","(36.9784384, -82.2976424)"
"bessemer city, NC, USA","(35.284733, -81.283906)"
"belllingham, WA, USA",
"jeff, KY, USA","(37.2050956, -83.136281)"
"eagle lake, FL, USA","(27.9783565, -81.7564688)"
"pleasanton, TX, USA","(28.967194, -98.4786269)"
"elmwood place, OH, USA","(39.1872809, -84.4879985)"
"spring valley, NV, USA","(36.0997835, -115.26166675899091)"
"charlotte, ME, USA","(45.021612, -67.245941)"
"homestead, FL, USA","(25.4718946, -80.4759905)"
"silver creek, NY, USA","(42.544225, -79.166707)"
"venice, FL, USA","(27.0998315, -82.4442832)"
"lorena, TX, USA","(31.3865592, -97.2155596)"
"mead, WA, USA","(47.7673923, -117.354939)"
"matlacha isles, FL, USA","(26.639832, -82.05059632323857)"
"fulshear, TX, USA","(29.690292, -95.8996261)"
"fort pierce, FL, USA","(27.4467056, -80.3256056)"
"santa ana, TN, USA","(33.7494951, -117.873221)"
"bermuda dunes, CA, USA","(33.7438202, -116.2863072)"
"browns summit, NC, USA","(36.2126351, -79.7136413)"
"martinez, GA, USA","(33.5185135, -82.09020821665078)"
"brighton, MA, USA","(42.3473519, -71.15511187446644)"
"clarksville, MI, USA","(42.8422556, -85.2425097)"
"leicester, NC, USA","(35.6551074, -82.6962438)"
"hollywood hills east, CA, USA","(35.9470992, -83.981031)"
"yarrow point, WA, USA","(47.64621, -122.2173461)"
"geddes, NY, USA","(43.0762244, -76.2251989)"
"williamsburg, NY, USA","(40.714622, -73.95345)"
"bed-stuy, NY, USA","(40.6834364, -73.9412488)"
"rye, CO, USA","(37.9236194, -104.9302662)"
"berkshire, VT, USA","(44.9715357, -72.7743747)"
"oklawaha, FL, USA","(26.9339101, -80.1153347)"
"el cenizo, TX, USA","(27.3320332, -99.5020148)"
"rising fawn, GA, USA","(34.7600791, -85.531076)"
"lake los angeles, CA, USA","(34.6124905, -117.828119)"
"bedias, TX, USA","(30.7757486, -95.949397)"
"st. johns, FL, USA","(29.9032284, -81.4145468)"
"olalla, WA, USA","(47.4305404, -122.5429467)"
"lyon township, MI, USA","(44.48288685, -84.7928791358965)"
"jarrell, TX, USA","(30.8249094, -97.604454)"
"poteet, TX, USA","(29.0391241, -98.5748412)"
"ceresco, MI, USA","(42.2719866, -85.0613739)"
"blue diamond, NV, USA","(36.0463715, -115.405633)"
"fairfax station, VA, USA","(38.800859, -77.3256803)"
"kimberlin heights, TN, USA","(35.9306418, -83.7512873)"
"pt arthur, TX, USA","(29.8716577, -93.9332302)"
"san leon, TX, USA","(29.4867411, -94.9215842)"
"cleveland, UT, USA","(39.3489213, -110.8517022)"
"grundy, VA, USA","(37.2783758, -82.0998105)"
"roseville, OH, USA","(39.803996, -82.072306)"
"sweetwater, FL, USA","(25.7634334, -80.3731086)"
"taylor landing, TX, USA","(29.8727741, -94.142959)"
"point richmond, CA, USA","(37.9240915, -122.3891383)"
"johns, FL, USA","(30.31264555, -81.60675726763463)"
"white plains, MD, USA","(38.3717842, -75.5457562)"
"elmendorf, TX, USA","(29.2560731, -98.3327903)"
"west chester, OH, USA","(39.3303357, -84.408275)"
"sheldon, VT, USA","(44.8815269, -72.9434772)"
"whallonsburg, NY, USA","(44.2642179, -73.4029061)"
"accokeek, MD, USA","(38.6676168, -77.0283092)"
"woodland, GA, USA","(32.7873561, -84.5618671)"
"magna, UT, USA","(40.7031629, -112.081648)"
"clint, TX, USA","(31.5900742, -106.227871)"
"mendota, VA, USA","(36.7109367, -82.3015299)"
"romayor, TX, USA","(30.4504565, -94.8421051)"
"elmira, CA, USA","(38.3526, -121.91076582266548)"
"raven, VA, USA","(37.0870572, -81.8551195)"
"arrington, TN, USA","(35.8676656, -86.7096095)"
"ochlocknee, GA, USA","(30.9737997, -84.0529518)"
"lisle, IL, USA","(41.801159, -88.0747687)"
"kenwood, CA, USA","(38.4138005, -122.546093)"
"saint lucie west, FL, USA","(27.313710800000003, -80.38869355304155)"
"caldwell, NC, USA","(35.9417876, -81.5262567)"
"los altos hills, CA, USA","(37.3796627, -122.137463)"
"santa monica, CA, USA","(34.0194704, -118.491227)"
"new albany, OH, USA","(40.0811745, -82.8087864)"
"kagel canyon, CA, USA","(34.3059874, -118.3780976)"
"south houston, TX, USA","(29.663008, -95.2354902)"
"sansom park, TX, USA","(32.8059619, -97.4030744)"
"walton hills, OH, USA","(41.36561, -81.561232)"
"highland, CA, USA","(34.11213, -117.1807973)"
"virginia gardens, FL, USA","(25.8103758, -80.3022732)"
"suwannee, FL, USA","(30.2101192, -82.9873377)"
"bartlett, TN, USA","(35.2045329, -89.8739753)"
"doctor philips, FL, USA",
"opa-locka, FL, USA","(25.9023168, -80.2503271)"
"alys beach, FL, USA","(30.2841326, -86.030005)"
"pierce township, OH, USA","(39.01964805, -84.26137309608956)"
"elizabethton, TN, USA","(36.3487756, -82.2107617)"
"riverdale, NY, USA","(40.90056, -73.90639)"
"germantown, TN, USA","(35.0867577, -89.8100858)"
"clarksville, MD, USA","(39.2065447, -76.9429182)"
"jamaica estates, NY, USA","(40.71334555, -73.78251095420785)"
"lorton, VA, USA","(38.700202000000004, -77.23953597604464)"
"dowling, MI, USA","(42.5225362, -85.2530589)"
"sassafras, KY, USA","(37.2206523, -83.0551656)"
"stowe, PA, USA","(40.25241235, -75.68123680703306)"
"bonaire, GA, USA","(32.5438429, -83.5960264)"
"sloan, NY, USA","(42.895461, -78.794062)"
"lincoln, VT, USA","(44.1058196, -72.9971373)"
"rockbridge, OH, USA","(39.5797876, -82.5221027)"
"redford township, MI, USA","(42.3945469, -83.2953927)"
"hillsborough, NC, USA","(36.0752088, -79.0992085)"
"lupton city, TN, USA","(35.1057126, -85.2642639)"
"leona valley, CA, USA","(34.618321, -118.288133)"
"houston, PA, USA","(40.2464593, -80.2114472)"
"brookside vl, TX, USA",
"whitsett, NC, USA","(36.0712466, -79.5644686)"
"shasta, CA, USA","(40.7965121, -121.9979194)"
"brooklyn heights, OH, USA","(41.4213632, -81.6774726)"
"thornton, IA, USA","(42.9438559, -93.3827448)"
"cold creek, NV, USA","(36.4140688, -115.740281)"
"sundance, UT, USA","(37.418649, -113.6376564)"
"winchester, NV, USA","(36.1299779, -115.1188894)"
"nolanville, TX, USA","(31.0787888, -97.6055694)"
"cooleemee, NC, USA","(35.8104164, -80.5558942)"
"hanoverton, OH, USA","(40.7511704, -80.937032)"
"hedwig village, TX, USA","(29.7799318, -95.5187202)"
"apopka, FL, USA","(28.678013, -81.511398)"
"selma, TX, USA","(29.5848923, -98.305779)"
"tega cay, SC, USA","(35.024312, -81.0278546)"
"richwood, TX, USA","(29.0560789, -95.4099403)"
"piedmont, CA, USA","(37.8243715, -122.231635)"
"rockwell, IA, USA","(42.9850635, -93.1881341)"
"glenn dale, MD, USA","(38.9876104, -76.8205265)"
"jacinto city, TX, USA","(29.7673433, -95.2336723)"
"milpitas, CA, USA","(37.4332273, -121.8989248)"
"lily dale, NY, USA","(42.3517246, -79.3242113)"
"san benito, TX, USA","(26.1326237, -97.630791)"
"cambridge, VT, USA","(44.6438028, -72.8294135)"
"sherman vlg, CA, USA",
"langley, KY, USA","(37.5317655, -82.7907157)"
"biola, CA, USA","(36.800467499999996, -120.02009155128206)"
"fairmount heights, MD, USA","(38.9011623, -76.9116989)"
"bensalem, PA, USA","(40.1045549, -74.951279)"
"kennedy, NY, USA","(42.1572816, -79.1019877)"
"dunedin, FL, USA","(28.0116627, -82.7893788)"
"kendall, FL, USA","(25.6792695, -80.3172743)"
"delton, MI, USA","(42.4997581, -85.4080641)"
"quartz hill, CA, USA","(34.6452645, -118.2181308)"
"leburn, KY, USA","(37.3481539, -82.9551631)"
"spring, TN, USA","(48.955460450000004, -122.23773295507027)"
"downs, IL, USA","(40.39698, -88.8706291)"
"brant, NY, USA","(42.5883898, -79.0175284)"
"charlotte, NY, USA","(42.3009717, -79.2318941)"
"iola, TX, USA","(30.7712197, -96.0756469)"
" , BA, USA","(37.2113342, -98.7033263)"
"st albans city, VT, USA","(44.8107911, -73.0833607)"
"bullard, TX, USA","(32.1403019, -95.3221898)"
"chimney rock, NC, USA","(35.4327295, -82.2503096)"
"paradise, NV, USA","(36.1011223, -115.1479329)"
"shady shores, TX, USA","(33.1678563, -97.0298684)"
"altamonte springs, FL, USA","(28.6649055, -81.37626861372098)"
"mayfield, OH, USA","(41.541872, -81.439452)"
"grapevine, TX, USA","(32.9337381, -97.0788754)"
"dixie, GA, USA","(33.5734503, -83.7701787)"
"millican, TX, USA","(30.4674003, -96.2019014)"
"hollis hills, NY, USA","(40.735050900000005, -73.75165051695714)"
"northfield twp, MI, USA","(42.3867084, -83.7211422)"
"troutman, NC, USA","(35.7005832, -80.8882314)"
"chestnut hill, MA, USA","(42.3306529, -71.1661647)"
"outside area (outside ca), TN, USA",
"seal beach, CA, USA","(33.7423967, -118.1055926)"
"pounding mill, VA, USA","(37.0753922, -81.7087247)"
"ponte vedra beach, FL, USA","(30.2274645, -81.3800824)"
"bonita spgs, FL, USA",
"irving, NY, USA","(42.5675589, -79.1128169)"
"poway, CA, USA","(32.9628234, -117.035864)"
"briaroaks, TX, USA","(32.5034724, -97.3050152)"
"fulton, MD, USA","(39.1509408, -76.9230307)"
"normal, IL, USA","(40.5092961, -88.9843937)"
"de witt, NY, USA","(43.0386776, -76.0729775)"
"harvey, IL, USA","(41.6100344, -87.6467132)"
"millwood, WA, USA","(47.6861589, -117.2826674)"
"brookline, MA, USA","(42.3329021, -71.1187421)"
"stafford, TX, USA","(29.6160671, -95.5577221)"
"dorchester, MA, USA","(42.301376000000005, -71.06127441375656)"
"princeton, TX, USA","(33.1801161, -96.4980424)"
"sheffield, IA, USA","(42.8933721, -93.2154756)"
"wayland, KY, USA","(37.4450997, -82.8051601)"
"seabeck, WA, USA","(47.6101945, -122.8529074)"
"cypress hills, NY, USA","(40.6770477, -73.8912474)"
"granville, OH, USA","(40.0681192, -82.5196037)"
"county los angeles, CA, USA","(34.3155072, -118.209681)"
"glendale, UT, USA","(40.7383958, -111.9341863)"
"union city, CA, USA","(37.5872576, -122.0215737)"
"rowe, VA, USA","(37.1362218, -82.0326294)"
"lantana, TX, USA","(33.0935112, -97.1200046)"
"valrico, FL, USA","(27.9484265, -82.23621545220522)"
"other city not in the state of florida, FL, USA",
"great falls, VA, USA","(38.9981653, -77.2883157)"
"new hanover, PA, USA","(40.2978759, -75.5812935)"
"east durham, NC, USA","(35.984211099999996, -78.87211221943079)"
"midland, NC, USA","(35.2273656, -80.5006219)"
"elmo, UT, USA","(39.389691, -110.815161)"
"east liverpool, OH, USA","(40.6186756, -80.5772928)"
"brighton, UT, USA","(40.6018223, -111.583314)"
"bee caves, TX, USA","(30.2432998, -97.87691308972603)"
"morningside, MD, USA","(38.8279569, -76.8878103)"
"britt, IA, USA","(43.096967, -93.8019285)"
"rosharon, TX, USA","(29.3521203, -95.460341)"
"bonita, CA, USA","(32.6649141, -117.01703339579691)"
"burtonsville, MD, USA","(39.1096795, -76.93049275520698)"
"sunset valley, TX, USA","(30.2258039, -97.8149651)"
"rio bravo, TX, USA","(27.3641887, -99.4800415)"
"columbia township, OH, USA","(39.17113165, -84.40877575210274)"
"saint bernard, OH, USA","(39.167001, -84.4985573)"
"iron station, NC, USA","(35.4415237, -81.1561898)"
"bellerose manor, NY, USA",
"eastvale, CA, USA","(33.9747067, -117.566541)"
"williston, FL, USA","(29.3880028, -82.4481694)"
"fleming island, FL, USA","(24.5810655, -81.79636733317399)"
"bay ridge, NY, USA","(40.6320062, -74.0232101)"
"arlington, TN, USA","(35.2964487, -89.6617313)"
"st unit, FL, USA",
"white oak, TX, USA","(32.5271582, -94.8609684)"
"eggertsville, NY, USA","(42.9635834, -78.8042021)"
"somerset, OH, USA","(39.8072327, -82.2992712)"
"roxbury, MA, USA","(42.3248426, -71.0950158)"
"lower east side, NY, USA","(40.7159357, -73.9868057)"
"stanwood, WA, USA","(48.24216, -122.3520327)"
"willsboro, NY, USA","(44.357488, -73.392105)"
"east flatbush, NY, USA","(40.6537148, -73.9304151)"
"north college hill, OH, USA","(39.2183911, -84.5507778)"
"new waterford, OH, USA","(40.845061, -80.6145165)"
"merrifield, VA, USA","(38.876757, -77.24329722907368)"
"cheney, WA, USA","(47.4892246, -117.579304)"
"prunedale, CA, USA","(36.7851358, -121.666641)"
"saugus, CA, USA","(34.4493489, -118.5168257)"
"lake view ter, CA, USA","(34.2763908, -118.3611912)"
"idyllwild, CA, USA","(33.7402774, -116.718942)"
"clarion, IA, USA","(42.7317899, -93.7321871)"
"graysville, GA, USA","(34.9764644, -85.1413409)"
"vinings, GA, USA","(33.8648262, -84.4643744)"
"arden, NV, USA","(36.018061, -115.230887)"
"garrett park, MD, USA","(39.0342764, -77.0951454)"
"dows, IA, USA","(42.6563906, -93.5009286)"
"little elm, TX, USA","(33.1626194, -96.9375051)"
"un-incorporated broward county, FL, USA",
"splendora, TX, USA","(30.2329914, -95.1610438)"
"bakersfield, VT, USA","(44.782149, -72.801583)"
"glenwillow, OH, USA","(41.361721, -81.46956)"
"thompson, IA, USA","(43.3713835, -93.7709056)"
"emmett township, MI, USA","(43.0289035, -82.81108959927309)"
"lincoln heights, CA, USA","(34.0726552, -118.2111954)"
"city center, NV, USA",
"reading, OH, USA","(39.2236694, -84.4421641)"
"east harlem, NY, USA","(40.7947222, -73.9425)"
"laguna vista, TX, USA","(26.1009111, -97.2902543)"
"lake villa, IL, USA","(42.4169651, -88.0739708)"
"bay harbor is, FL, USA","(26.1509185, -80.1178222)"
"south ogden, UT, USA","(41.1912782, -111.9678627)"
"starksboro, VT, USA","(44.2273281, -73.0568483)"
"pavo, GA, USA","(30.9595529, -83.73786064660365)"
"pt isabel, TX, USA","(26.0734119, -97.2085844)"
"weatherford, TX, USA","(32.7589648, -97.7970748)"
"indian shores, FL, USA","(27.862801, -82.8484373)"
"crestline, CA, USA","(34.2495525, -117.29389561188812)"
"palm beach gardens, FL, USA","(26.8233946, -80.1386547)"
"perdido key, FL, USA","(30.3180487, -87.42592753140273)"
"smithville, IN, USA","(39.0711593, -86.5069398)"
"hide a way hills, OH, USA","(39.6431486, -82.4668483)"
"jackson township, OH, USA","(40.86301455, -81.48119364995432)"
"hastings on hudson, NY, USA","(40.9946622, -73.8785922)"
"silver lakes, CA, USA","(34.7444269, -117.34518481876177)"
"park slope, NY, USA","(40.6701033, -73.9859723)"
"cheverly, MD, USA","(38.928167, -76.915807)"
"hallandale beach, FL, USA","(25.98584285, -80.14118350866113)"
"manvel, TX, USA","(29.4664706, -95.355714)"
"johnson city, NY, USA","(42.1157038, -75.9587873)"
"jacksonville, OR, USA","(42.314411, -122.965346)"
"unincorporated broward county, FL, USA",
"hueysville, KY, USA","(37.4951104, -82.843615)"
"west panama city beach, FL, USA","(30.1765914, -85.8054879)"
"la marque, TX, USA","(29.3685674, -94.9713134)"
"erie county, NY, USA","(42.7164263, -78.7620327)"
"carrollwood, FL, USA","(28.059017599999997, -82.51339612827047)"
"forest park, GA, USA","(33.6220542, -84.3690918)"
"edgewater, FL, USA","(28.961613749999998, -80.98504467153403)"
"eaton rapids, MI, USA","(42.5092039, -84.655814)"
" , NC, USA","(35.6729639, -79.0392919)"
"college grove, TN, USA","(35.8911848, -84.6207712)"
"bexar co, TX, USA","(29.4263987, -98.5104781)"
"celoron, NY, USA","(42.109494, -79.2831684)"
"saratoga, CA, USA","(37.2638324, -122.0230146)"
"del sur, CA, USA","(34.6897069, -118.2886882)"
"charlestown, MA, USA","(42.3778749, -71.0619957)"
"bushwick, NY, USA","(40.6942696, -73.9187482)"
"christiana, TN, USA","(35.7100099, -86.3993653)"
"coldspring, TX, USA","(30.592421, -95.1293818)"
"alto, CA, USA","(37.9043701, -122.5255306)"
"shaker hts, OH, USA","(41.4739419, -81.5370671)"
"lakewood twp., NJ, USA","(40.0978929, -74.2176435)"
"port isabel, TX, USA","(26.0734119, -97.2085844)"
"lennox, CA, USA","(33.9390306, -118.3574427)"
"mt washington, PA, USA","(40.4309025, -80.0103312)"
"jc, TN, USA","(35.8913092, -85.7071207)"
"onon hill, NY, USA",
"mount hamilton, CA, USA","(37.3418834, -121.6430017)"
"bonny doon, CA, USA","(37.0416156, -122.1505224)"
"jefferson count, FL, USA",
"swartz creek, MI, USA","(42.9572508, -83.8305144)"
"winona, OH, USA","(40.8281147, -80.8961966)"
"dungannon, VA, USA","(36.830358, -82.4660656)"
"madeira, OH, USA","(39.1908926, -84.3635507)"
"highland village, TX, USA","(33.091788, -97.0466759)"
"hawley, TX, USA","(32.6133723, -99.8130377)"
"white cottage, OH, USA","(39.8717345, -82.0976412)"
"chautauqua county, NY, USA","(42.2894671, -79.421728)"
"town 'n' country, FL, USA","(28.0041425, -82.57021921991026)"
"los altos, CA, USA","(37.3790629, -122.116578)"
"wylie, TX, USA","(33.0151561, -96.5388038)"
"randolph, NY, USA","(42.162005, -78.975317)"
"archer, FL, USA","(29.5299677, -82.5189969)"
"vestal, NY, USA","(42.0850703, -76.053813)"
"enterprise, NV, USA","(36.0405373, -115.1899298)"
"rollingwood, TX, USA","(30.2742428, -97.7855814)"
"fallbrook, CA, USA","(33.3764196, -117.2511466)"
"rogers, OH, USA","(40.7914504, -80.6261833)"
"maple springs, NY, USA","(42.1966587, -79.4238826)"
"oakwood, VA, USA","(37.2134446, -82.0062398)"
"collierville, TN, USA","(35.042036, -89.6645266)"
"mount pleasant, GA, USA","(32.1840812, -81.8573369)"
"boerne, TX, USA","(29.7946641, -98.7319703)"
"hopewell, OH, USA","(39.9556228, -82.1706984)"
"citrus heights, CA, USA","(38.7071247, -121.2810611)"
"leland, IA, USA","(43.3370655, -93.6353513)"
"conover, NC, USA","(35.7065004, -81.2184383)"
"montclair, CA, USA","(34.0775104, -117.6897776)"
"strawberry plains, TN, USA","(36.0631414, -83.686011)"
"nyc, NY, USA","(40.7127281, -74.0060152)"
"orange, OH, USA","(41.449776, -81.480674)"
"west los angeles, CA, USA","(34.0468546, -118.430254)"
"great neck, NY, USA","(40.8006567, -73.7284647)"
"wolfforth, TX, USA","(33.5059189, -102.009057)"
"northville, MI, USA","(42.4310816, -83.4832339)"
"sugar land, TX, USA","(29.6196787, -95.6349463)"
"galena, NV, USA","(39.3910309, -119.7982059)"
"old brooklyn, OH, USA","(41.4416458, -81.7048873)"
"brooklyn heights, NY, USA","(40.696084850000005, -73.9950278391265)"
"lake buena vista, FL, USA","(28.38034955, -81.5297578369267)"
"noblesville, IN, USA","(40.0455918, -86.0085955)"
"sand lake, FL, USA","(28.7212799, -81.47203637579715)"
"eads, TN, USA","(35.2045325, -89.6492471)"
"indianola, WA, USA","(47.7514399, -122.522758)"
"fredonia, TN, USA","(35.399235, -85.4321894)"
"midwood, NY, USA","(40.6188823, -73.9654889)"
"shawnee, OH, USA","(39.6047915, -82.2115368)"
"springs, TX, USA","(33.106134850000004, -95.5966370970831)"
"san jacinto, CA, USA","(33.7839664, -116.9589086)"
"friendswood, TX, USA","(29.5293998, -95.2010447)"
"birchleaf, VA, USA","(37.1773311, -82.2720868)"
"mcgregor, TX, USA","(31.4367029, -97.4080875)"
"lone tree, CO, USA","(39.5364152, -104.9041528)"
"emigration canyon, UT, USA","(40.770046, -111.7592783)"
"havana, FL, USA","(30.6255617, -84.4153769)"
"krypton, KY, USA","(37.3112042, -83.3393462)"
"lake forest, CA, USA","(33.6469261, -117.6859213)"
"angola, NY, USA","(42.638393, -79.027816)"
"phila, PA, USA","(39.9261293, -75.2304318)"
"midkiff, TX, USA","(31.6329149, -101.83985)"
"mallie, KY, USA","(37.562722, -82.921555)"
"plato center, IL, USA","(42.0266929, -88.4300818)"
"ellery, NY, USA","(42.2072546, -79.3559218)"
"indian creek village, FL, USA",
"woodfin, NC, USA","(35.633444, -82.5820725)"
"sparr, FL, USA","(29.3385846, -82.1125927)"
"winter garden, FL, USA","(28.5656649, -81.5856742)"
"imperial, CA, USA","(33.0305487, -115.3595666)"
"uninc, NC, USA",
"cunningham, TN, USA","(36.3933851, -87.3872317)"
"intercession city, FL, USA","(28.2625124, -81.5078505)"
"largo, MD, USA","(38.8976121, -76.8302489)"
"summerfield, NC, USA","(36.2087468, -79.9047583)"
"woodville, FL, USA","(30.306878599999997, -84.26358800393604)"
"phillips ranch, CA, USA","(34.03453065, -117.77101729303646)"
"pooler, GA, USA","(32.1158983, -81.2495131)"
"newhall, CA, USA","(34.3798765, -118.5291917)"
"van buren point, NY, USA","(42.4489464, -79.4183789)"
"conifer, CO, USA","(39.5233424, -105.305499)"
"town north country, FL, USA",
"provo canyon, UT, USA","(40.2675069, -111.6366255)"
"greenville, MI, USA","(43.1775314, -85.2527987)"
"oviedo, FL, USA","(28.6702526, -81.2084941)"
"gettysburg, PA, USA","(39.8308973, -77.231012)"
"wooton, KY, USA","(37.1789823, -83.3021228)"
"shillington, PA, USA","(40.3078702, -75.9654896)"
"willow spring, NC, USA","(35.5957129, -78.7313999)"
"galloway, OH, USA","(39.9139207, -83.1633336)"
"baldwin hills, CA, USA","(34.0146113, -118.3603104)"
"bedford hts, OH, USA","(41.4143826, -81.5061146)"
"hillsboro beach, FL, USA","(26.2939687, -80.0789318)"
"dimondale, MI, USA","(42.6455931, -84.648949)"
"blue springs, MO, USA","(39.017316, -94.282265)"
